Birth_Year,Gender,Ethnicity,Race,Neighborhood,High_School_District
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 3
2002,Male,NON_HISPANIC,BLACK,SOUTH WEST,Zone 3
2002,Female,PUERTO RICAN,WHITE,SOUTH WEST,Zone 3
2002,Male,NON_HISPANIC,OTHER ASIAN,SOUTH WEST,Zone 3
2002,Female,NON_HISPANIC,BLACK,SOUTH END,Zone 3
2002,Male,PUERTO RICAN,WHITE,BEHIND THE ROCKS,Zone 3
2002,Female,PUERTO RICAN,WHITE,SOUTH WEST,Zone 3
2002,Female,PUERTO RICAN,WHITE,SOUTH WEST,Zone 3
2002,Male,PUERTO RICAN,WHITE,SOUTH WEST,Zone 3
2002,Female,NON_HISPANIC,OTHER ASIAN,SOUTH END,Zone 4
2002,Female,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Female,HISPANIC ORIGIN IDENTITY NOT STATED,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH WEST,Zone 3
2002,Male,NON_HISPANIC,BLACK,SOUTH WEST,Zone 3
2002,Male,NON_HISPANIC,BLACK,SOUTH WEST,Zone 3
2002,Female,NON_HISPANIC,OTHER RACES,SOUTH WEST,Zone 3
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,BEHIND THE ROCKS,Zone 3
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 3
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH WEST,Zone 3
2002,Female,PUERTO RICAN,WHITE,SOUTH WEST,Zone 3
2002,Male,NON_HISPANIC,ASIAN,BEHIND THE ROCKS,Zone 3
2002,Male,NON_HISPANIC,BLACK,SOUTH WEST,Zone 3
2002,Female,NON_HISPANIC,BLACK,SOUTH WEST,Zone 3
2002,Female,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Female,NON_HISPANIC,BLACK,SOUTH WEST,Zone 3
2002,Female,NON_HISPANIC,OTHER RACES,BEHIND THE ROCKS,Zone 3
2002,Female,NON_HISPANIC,OTHER ASIAN,BEHIND THE ROCKS,Zone 3
2002,Female,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Female,HISPANIC ORIGIN IDENTITY NOT STATED,BLACK,SOUTH WEST,Zone 3
2002,Male,HISPANIC ORIGIN IDENTITY NOT STATED,BLACK,SOUTH WEST,Zone 3
2002,Female,HISPANIC ORIGIN IDENTITY NOT STATED,WHITE,SOUTH END,Zone 4
2002,Female,NOT CLASSIFIABLE,WHITE,SOUTH END,Zone 4
2002,Female,HISPANIC ORIGIN,WHITE,SOUTH WEST,Zone 3
2002,Male,NON_HISPANIC,WHITE,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,OTHER ASIAN,SOUTH WEST,Zone 3
2002,Male,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Female,NON_HISPANIC,BLACK,SOUTH WEST,Zone 3
2002,Male,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH WEST,Zone 3
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH WEST,Zone 3
2002,Male,PUERTO RICAN,WHITE,SOUTH WEST,Zone 3
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Female,HISPANIC ORIGIN,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 3
2002,Male,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Female,HISPANIC ORIGIN IDENTITY NOT STATED,BLACK,SOUTH WEST,Zone 3
2002,Male,PUERTO RICAN,WHITE,SOUTH WEST,Zone 3
2002,Male,NON_HISPANIC,BLACK,BEHIND THE ROCKS,Zone 3
2002,Male,NON_HISPANIC,OTHER RACES,SOUTH END,Zone 3
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,HISPANIC ORIGIN,BLACK,SOUTH END,Zone 4
2002,Male,HISPANIC ORIGIN IDENTITY NOT STATED,NOT REPORTED,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,HISPANIC ORIGIN,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,HISPANIC,BEHIND THE ROCKS,Zone 3
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,WHITE,BARRY SQUARE,Zone 3
2002,Male,NON_HISPANIC,WHITE,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,OTHER RACES,SOUTH END,Zone 3
2002,Female,NON_HISPANIC,OTHER RACES,BEHIND THE ROCKS,Zone 3
2002,Male,HISPANIC ORIGIN,BLACK,SOUTH END,Zone 3
2002,Female,NON_HISPANIC,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,WHITE,BARRY SQUARE,Zone 3
2002,Male,HISPANIC ORIGIN,WHITE,BARRY SQUARE,Zone 3
2002,Female,NON_HISPANIC,WHITE,BEHIND THE ROCKS,Zone 3
2002,Male,NON_HISPANIC,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,BLACK,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,WHITE,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,BEHIND THE ROCKS,Zone 3
2002,Female,PUERTO RICAN,WHITE,BEHIND THE ROCKS,Zone 3
2002,Male,NON_HISPANIC,ASIAN,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 3
2002,Female,PUERTO RICAN,WHITE,SOUTH WEST,Zone 3
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Female,HISPANIC ORIGIN IDENTITY NOT STATED,WHITE,SOUTH END,Zone 4
2002,Male,HISPANIC ORIGIN,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH WEST,Zone 3
2002,Male,NON_HISPANIC,BLACK,BEHIND THE ROCKS,Zone 3
2002,Male,NON_HISPANIC,WHITE,SOUTH END,Zone 4
2002,Female,NON_HISPANIC,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 3
2002,Male,HISPANIC ORIGIN IDENTITY NOT STATED,WHITE,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Female,HISPANIC ORIGIN,WHITE,SOUTH END,Zone 4
2002,Male,HISPANIC ORIGIN,BLACK,BEHIND THE ROCKS,Zone 3
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Female,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Female,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,HISPANIC ORIGIN,BLACK,BARRY SQUARE,Zone 4
2002,Female,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Female,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 3
2002,Female,PUERTO RICAN,WHITE,SOUTH WEST,Zone 3
2002,Female,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,WHITE,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Female,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Female,HISPANIC ORIGIN IDENTITY NOT STATED,WHITE,BARRY SQUARE,Zone 4
2002,Male,HISPANIC ORIGIN,WHITE,SOUTH END,Zone 4
2002,Female,NON_HISPANIC,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,WHITE,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,OTHER ASIAN,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Male,HISPANIC ORIGIN IDENTITY NOT STATED,OTHER ASIAN,SOUTH END,Zone 4
2002,Female,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Male,HISPANIC ORIGIN IDENTITY NOT STATED,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,BEHIND THE ROCKS,Zone 3
2002,Female,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Female,NON_HISPANIC,BLACK,SOUTH WEST,Zone 3
2002,Female,NON_HISPANIC,BLACK,BEHIND THE ROCKS,Zone 3
2002,Male,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Female,HISPANIC ORIGIN,WHITE,BARRY SQUARE,Zone 4
2002,Female,PUERTO RICAN,WHITE,BEHIND THE ROCKS,Zone 3
2002,Female,HISPANIC ORIGIN IDENTITY NOT STATED,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH WEST,Zone 3
2002,Female,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH WEST,Zone 3
2002,Female,NON_HISPANIC,OTHER ASIAN,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Female,NON_HISPANIC,OTHER RACES,SOUTH WEST,Zone 3
2002,Female,NON_HISPANIC,WHITE,BARRY SQUARE,Zone 4
2002,Male,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,WHITE,SOUTH END,Zone 4
2002,Female,HISPANIC ORIGIN,BLACK,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,BLACK,BEHIND THE ROCKS,Zone 3
2002,Male,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Female,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Male,NON_HISPANIC,WHITE,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,WHITE,BEHIND THE ROCKS,Zone 3
2002,Female,NON_HISPANIC,BLACK,BEHIND THE ROCKS,Zone 3
2002,Male,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Male,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Female,NON_HISPANIC,WHITE,BARRY SQUARE,Zone 4
2002,Female,PUERTO RICAN,WHITE,BEHIND THE ROCKS,Zone 3
2002,Female,HISPANIC ORIGIN,WHITE,BARRY SQUARE,Zone 3
2002,Male,NON_HISPANIC,BLACK,BEHIND THE ROCKS,Zone 3
2002,Male,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 3
2002,Male,PUERTO RICAN,WHITE,BEHIND THE ROCKS,Zone 3
2002,Male,NON_HISPANIC,WHITE,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,WHITE,BARRY SQUARE,Zone 4
2002,Male,HISPANIC ORIGIN,WHITE,SOUTH END,Zone 4
2002,Male,HISPANIC ORIGIN IDENTITY NOT STATED,WHITE,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,BLACK,BARRY SQUARE,Zone 3
2002,Female,NON_HISPANIC,BLACK,BARRY SQUARE,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Female,NON_HISPANIC,BLACK,BEHIND THE ROCKS,Zone 3
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,WHITE,BARRY SQUARE,Zone 3
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,WHITE,BEHIND THE ROCKS,Zone 3
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Female,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Male,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Female,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Female,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Male,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Female,MEXICAN,WHITE,BEHIND THE ROCKS,Zone 3
2002,Female,NON_HISPANIC,BLACK,BEHIND THE ROCKS,Zone 3
2002,Male,PUERTO RICAN,WHITE,BEHIND THE ROCKS,Zone 3
2002,Female,NON_HISPANIC,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,BEHIND THE ROCKS,Zone 3
2002,Female,PUERTO RICAN,WHITE,BEHIND THE ROCKS,Zone 3
2002,Female,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Male,NON_HISPANIC,NOT REPORTED,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Male,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Female,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Female,NON_HISPANIC,WHITE,BARRY SQUARE,Zone 4
2002,Male,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Male,HISPANIC ORIGIN IDENTITY NOT STATED,WHITE,BARRY SQUARE,Zone 4
2002,Male,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Female,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Male,HISPANIC ORIGIN,WHITE,BARRY SQUARE,Zone 4
2002,Female,HISPANIC ORIGIN,WHITE,BARRY SQUARE,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,BLACK,BEHIND THE ROCKS,Zone 3
2002,Female,PUERTO RICAN,WHITE,BEHIND THE ROCKS,Zone 3
2002,Male,NON_HISPANIC,BLACK,BARRY SQUARE,Zone 4
2002,Male,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Male,HISPANIC ORIGIN,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,BLACK,BARRY SQUARE,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 3
2002,Male,PUERTO RICAN,WHITE,BEHIND THE ROCKS,Zone 3
2002,Male,PUERTO RICAN,WHITE,BEHIND THE ROCKS,Zone 3
2002,Female,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Male,PUERTO RICAN,WHITE,BEHIND THE ROCKS,Zone 3
2002,Male,NON_HISPANIC,OTHER RACES,BARRY SQUARE,Zone 4
2002,Female,CUBAN,WHITE,SOUTH END,Zone 4
2002,Male,HISPANIC ORIGIN,AMERICAN INDIAN,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Male,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 3
2002,Male,PUERTO RICAN,WHITE,BEHIND THE ROCKS,Zone 3
2002,Female,PUERTO RICAN,WHITE,BEHIND THE ROCKS,Zone 3
2002,Male,HISPANIC ORIGIN IDENTITY NOT STATED,WHITE,BEHIND THE ROCKS,Zone 3
2002,Male,PUERTO RICAN,WHITE,BEHIND THE ROCKS,Zone 3
2002,Male,NON_HISPANIC,BLACK,BARRY SQUARE,Zone 4
2002,Female,NON_HISPANIC,WHITE,BARRY SQUARE,Zone 4
2002,Female,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Male,PUERTO RICAN,WHITE,BEHIND THE ROCKS,Zone 3
2002,Female,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,HISPANIC ORIGIN,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Male,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Female,NON_HISPANIC,BLACK,BARRY SQUARE,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,BLACK,BARRY SQUARE,Zone 4
2002,Female,PUERTO RICAN,WHITE,BARRY SQUARE,Zone 4
2002,Male,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,WHITE,SOUTH END,Zone 4
2002,Male,PUERTO RICAN,WHITE,BEHIND THE ROCKS,Zone 3
2002,Male,CUBAN,WHITE,SOUTH END,Zone 4
2002,Female,PUERTO RICAN,WHITE,BEHIND THE ROCKS,Zone 3
2002,Male,NON_HISPANIC,WHITE,BEHIND THE ROCKS,Zone 3
2002,Male,NON_HISPANIC,BLACK,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,WHITE,BARRY SQUARE,Zone 3
2002,Male,NON_HISPANIC,OTHER RACES,SOUTH END,Zone 4
2002,Male,HISPANIC ORIGIN,WHITE,SOUTH END,Zone 4
2002,Male,HISPANIC ORIGIN,WHITE,BEHIND THE ROCKS,Zone 3
2002,Male,HISPANIC ORIGIN,WHITE,SOUTH END,Zone 4
2002,Male,HISPANIC ORIGIN,WHITE,BEHIND THE ROCKS,Zone 3
2002,Male,NON_HISPANIC,BLACK,BEHIND THE ROCKS,Zone 3
2002,Female,PUERTO RICAN,WHITE,BEHIND THE ROCKS,Zone 3
2002,Female,PUERTO RICAN,WHITE,SOUTH END,Zone 4
2002,Male,HISPANIC ORIGIN,WHITE,SOUTH END,Zone 4
2002,Female,MEXICAN,WHITE,SOUTH END,Zone 4
2002,Male,NON_HISPANIC,BLACK,BARRY SQUARE,Zone 4
