Fiscal Year,Service,Department,Program,Expense Category,Recommended Amount,Approved Amount,Fund,Fund Type,Description,Expense Type
2015,General Government,MHIS,MHIS BOE NETWORK OPERATIONS   ,SUPPLIES            ,$6700,$6700,Metro Hartford Information Services,Tax Supported,COMMUNICATION EQUIP. SUPP     ,Operating Expense
2015,General Government,MHIS,MHIS BOE NETWORK OPERATIONS   ,PURCH PROF & TECH SV,$9200,$9200,Metro Hartford Information Services,Tax Supported,SOFTWARE SUPPORT SVS          ,Operating Expense
2015,General Government,MHIS,MHIS BOE NETWORK OPERATIONS   ,PURCH PROF & TECH SV,$10000,$10000,Metro Hartford Information Services,Tax Supported,OTHER TECH & PROF SERVICE     ,Operating Expense
2015,General Government,MHIS,MHIS BOE NETWORK OPERATIONS   ,PURCH PROPERTY SVC  ,$55760,$55760,Metro Hartford Information Services,Tax Supported,COMM EQUIP SERV. CONTRACT     ,Operating Expense
2015,General Government,MHIS,MHIS BOE NETWORK OPERATIONS   ,SALARIES/WAGES      ,$682807,$682807,Metro Hartford Information Services,Tax Supported,REGULAR PAYROLL               ,Personnel Cost
2015,General Government,MHIS,MHIS BOE BUSINESS SYSTEMS     ,SALARIES/WAGES      ,$344839,$344839,Metro Hartford Information Services,Tax Supported,REGULAR PAYROLL               ,Personnel Cost
2015,General Government,MHIS,ADMINISTRATION - BOE          ,PURCH PROF & TECH SV,$68000,$68000,Metro Hartford Information Services,Tax Supported,OTHER TECH & PROF SERVICE     ,Operating Expense
2015,General Government,MHIS,ADMINISTRATION - BOE          ,DEBT SVC & MISC     ,$1500,$1500,Metro Hartford Information Services,Tax Supported,ATTEND AT PROF CONV/CONF      ,Operating Expense
2015,General Government,MHIS,MHIS SUPPORT SERVICES         ,PURCH PROPERTY SVC  ,$69114,$69114,Metro Hartford Information Services,Tax Supported,SOFTWARE MAINT SERV CONTR     ,Operating Expense
2015,General Government,MHIS,MHIS SUPPORT SERVICES         ,OTHER PURCH SVC     ,$2500,$2500,Metro Hartford Information Services,Tax Supported,MILEAGE & TRAV ALLOW-CITY     ,Operating Expense
2015,General Government,MHIS,MHIS SUPPORT SERVICES         ,SUPPLIES            ,$1500,$1500,Metro Hartford Information Services,Tax Supported,GENERAL OFFICE SUPPLIES       ,Operating Expense
2015,General Government,MHIS,MHIS SUPPORT SERVICES         ,SALARIES/WAGES      ,$68904,$68904,Metro Hartford Information Services,Tax Supported,REGULAR PAYROLL               ,Personnel Cost
2015,General Government,MHIS,MHIS NETWORK OPERATIONS       ,SUPPLIES            ,$4000,$4000,Metro Hartford Information Services,Tax Supported,COMMUNICATION EQUIP. SUPP     ,Operating Expense
2015,General Government,MHIS,MHIS NETWORK OPERATIONS       ,PROPERTY            ,$14000,$0,Metro Hartford Information Services,Tax Supported,COMMUNICATIONS EQUIPMENT UNDER,Operating Expense
2015,General Government,MHIS,MHIS NETWORK OPERATIONS       ,PURCH PROF & TECH SV,$10000,$10000,Metro Hartford Information Services,Tax Supported,OTHER TECH & PROF SERVICE     ,Operating Expense
2015,General Government,MHIS,MHIS NETWORK OPERATIONS       ,PURCH PROPERTY SVC  ,$144847,$144847,Metro Hartford Information Services,Tax Supported,COMM EQUIP SERV. CONTRACT     ,Operating Expense
2015,General Government,MHIS,MHIS NETWORK OPERATIONS       ,OTHER PURCH SVC     ,$753320,$751320,Metro Hartford Information Services,Tax Supported,TELEPHONE & TELEGRAPH         ,Operating Expense
2015,General Government,MHIS,MHIS NETWORK OPERATIONS       ,OTHER PURCH SVC     ,$550,$550,Metro Hartford Information Services,Tax Supported,MILEAGE & TRAV ALLOW-CITY     ,Operating Expense
2015,General Government,MHIS,MHIS NETWORK OPERATIONS       ,SUPPLIES            ,$4000,$4000,Metro Hartford Information Services,Tax Supported,GENERAL OFFICE SUPPLIES       ,Operating Expense
2015,General Government,MHIS,MHIS NETWORK OPERATIONS       ,PURCH PROF & TECH SV,$55834,$55834,Metro Hartford Information Services,Tax Supported,SOFTWARE SUPPORT SVS          ,Operating Expense
2015,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,PROPERTY            ,$300,$300,Metro Hartford Information Services,Tax Supported,COMPUTER SOFTWARE             ,Operating Expense
2015,General Government,MHIS,MHIS NETWORK OPERATIONS       ,SALARIES/WAGES      ,$443068,$443068,Metro Hartford Information Services,Tax Supported,REGULAR PAYROLL               ,Personnel Cost
2015,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,PURCH PROPERTY SVC  ,$504776,$504776,Metro Hartford Information Services,Tax Supported,SOFTWARE MAINT SERV CONTR     ,Operating Expense
2015,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,SUPPLIES            ,$500,$500,Metro Hartford Information Services,Tax Supported,GENERAL OFFICE SUPPLIES       ,Operating Expense
2015,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,SUPPLIES            ,$13200,$13200,Metro Hartford Information Services,Tax Supported,OTHER SUPPLIES                ,Operating Expense
2015,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,SUPPLIES            ,$2000,$2000,Metro Hartford Information Services,Tax Supported,MISC REP & MAINT SUPPLIES     ,Operating Expense
2015,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,SALARIES/WAGES      ,$0,$20000,Metro Hartford Information Services,Tax Supported,SEASONAL EMPLOYEE/ 90 DAY TEMP,Personnel Cost
2015,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,PURCH PROF & TECH SV,$5000,$5000,Metro Hartford Information Services,Tax Supported,SOFTWARE SUPPORT SVS          ,Operating Expense
2015,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,PURCH PROF & TECH SV,$1500,$1500,Metro Hartford Information Services,Tax Supported,OTHER TECH & PROF SERVICE     ,Operating Expense
2015,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,SALARIES/WAGES      ,$601377,$601377,Metro Hartford Information Services,Tax Supported,REGULAR PAYROLL               ,Personnel Cost
2015,General Government,MHIS,APPLICATION ENGINEERING       ,SALARIES/WAGES      ,$142433,$142433,Metro Hartford Information Services,Tax Supported,REGULAR PAYROLL 1ST SHIFT     ,Personnel Cost
2015,General Government,MHIS,ADMINISTRATION                ,SUPPLIES            ,$6500,$6500,Metro Hartford Information Services,Tax Supported,GENERAL OFFICE SUPPLIES       ,Operating Expense
2015,General Government,MHIS,ADMINISTRATION                ,PURCH PROF & TECH SV,$8000,$8000,Metro Hartford Information Services,Tax Supported,OTHER TECH & PROF SERVICE     ,Operating Expense
2014,General Government,MHIS,ADMINISTRATION                ,SALARIES/WAGES      ,$264923,$264923,Metro Hartford Information Services,Tax Supported,REGULAR PAYROLL 1ST SHIFT     ,Personnel Cost
2014,General Government,MHIS,ADMINISTRATION - BOE          ,PURCH PROF & TECH SV,$68000,$88678,Metro Hartford Information Services,Tax Supported,OTHER TECH & PROF SERVICE     ,Operating Expense
2014,General Government,MHIS,Other,PURCH PROF & TECH SV,$0,$5464,Metro Hartford Information Services,Tax Supported,OTHER TECH & PROF SERVICE     ,Operating Expense
2014,General Government,MHIS,Other,PURCH PROF & TECH SV,$0,$17450,Metro Hartford Information Services,Tax Supported,OTHER TECH & PROF SERVICE     ,Operating Expense
2014,General Government,MHIS,Other,PURCH PROF & TECH SV,$0,$5862,Metro Hartford Information Services,Tax Supported,OTHER TECH & PROF SERVICE     ,Operating Expense
2014,General Government,MHIS,MHIS BOE SUPPORT SERVICES     ,PROPERTY            ,$1500,$3767,Metro Hartford Information Services,Tax Supported,COMPUTER EQUIPMENT OVER $1000 ,Operating Expense
2014,General Government,MHIS,MHIS BOE SUPPORT SERVICES     ,DEBT SVC & MISC     ,$500,$500,Metro Hartford Information Services,Tax Supported,ATTEND AT PROF CONV/CONF      ,Operating Expense
2014,General Government,MHIS,MHIS BOE SUPPORT SERVICES     ,OTHER PURCH SVC     ,$2500,$2500,Metro Hartford Information Services,Tax Supported,MILEAGE & TRAV ALLOW-CITY     ,Operating Expense
2014,General Government,MHIS,MHIS BOE SUPPORT SERVICES     ,PURCH PROF & TECH SV,$8000,$8000,Metro Hartford Information Services,Tax Supported,STAFF TRAINING SERVICES       ,Operating Expense
2014,General Government,MHIS,MHIS BOE SUPPORT SERVICES     ,PURCH PROF & TECH SV,$2000,$2000,Metro Hartford Information Services,Tax Supported,EQUIPMENT MAINT & REPAIRS     ,Operating Expense
2014,General Government,MHIS,MHIS BOE SUPPORT SERVICES     ,PURCH PROPERTY SVC  ,$149250,$151474,Metro Hartford Information Services,Tax Supported,SOFTWARE MAINT SERV CONTR     ,Operating Expense
2014,General Government,MHIS,MHIS BOE SUPPORT SERVICES     ,SALARIES/WAGES      ,$613038,$613038,Metro Hartford Information Services,Tax Supported,REGULAR PAYROLL               ,Personnel Cost
2014,General Government,MHIS,MHIS BOE NETWORK OPERATIONS   ,OTHER PURCH SVC     ,$229833,$255672,Metro Hartford Information Services,Tax Supported,TELEPHONE & TELEGRAPH         ,Operating Expense
2014,General Government,MHIS,MHIS BOE NETWORK OPERATIONS   ,PROPERTY            ,$0,$7691,Metro Hartford Information Services,Tax Supported,COMMUNICATIONS EQUIPMENT OVER ,Operating Expense
2014,General Government,MHIS,MHIS BOE NETWORK OPERATIONS   ,PURCH PROF & TECH SV,$9200,$9856,Metro Hartford Information Services,Tax Supported,SOFTWARE SUPPORT SVS          ,Operating Expense
2014,General Government,MHIS,MHIS BOE NETWORK OPERATIONS   ,PURCH PROF & TECH SV,$10000,$504,Metro Hartford Information Services,Tax Supported,OTHER TECH & PROF SERVICE     ,Operating Expense
2014,General Government,MHIS,MHIS BOE NETWORK OPERATIONS   ,PURCH PROPERTY SVC  ,$55760,$55760,Metro Hartford Information Services,Tax Supported,COMM EQUIP SERV. CONTRACT     ,Operating Expense
2014,General Government,MHIS,MHIS BOE NETWORK OPERATIONS   ,SALARIES/WAGES      ,$668968,$668968,Metro Hartford Information Services,Tax Supported,REGULAR PAYROLL               ,Personnel Cost
2014,General Government,MHIS,MHIS BOE BUSINESS SYSTEMS     ,SALARIES/WAGES      ,$281228,$281228,Metro Hartford Information Services,Tax Supported,REGULAR PAYROLL               ,Personnel Cost
2014,General Government,MHIS,MHIS SUPPORT SERVICES         ,DEBT SVC & MISC     ,$500,$500,Metro Hartford Information Services,Tax Supported,ATTEND AT PROF CONV/CONF      ,Operating Expense
2014,General Government,MHIS,MHIS SUPPORT SERVICES         ,PURCH PROF & TECH SV,$20000,$20000,Metro Hartford Information Services,Tax Supported,EQUIPMENT MAINT & REPAIRS     ,Operating Expense
2014,General Government,MHIS,MHIS SUPPORT SERVICES         ,PURCH PROPERTY SVC  ,$114250,$114250,Metro Hartford Information Services,Tax Supported,SOFTWARE MAINT SERV CONTR     ,Operating Expense
2014,General Government,MHIS,MHIS SUPPORT SERVICES         ,OTHER PURCH SVC     ,$2500,$2500,Metro Hartford Information Services,Tax Supported,MILEAGE & TRAV ALLOW-CITY     ,Operating Expense
2014,General Government,MHIS,MHIS SUPPORT SERVICES         ,SUPPLIES            ,$1500,$1500,Metro Hartford Information Services,Tax Supported,GENERAL OFFICE SUPPLIES       ,Operating Expense
2014,General Government,MHIS,MHIS SUPPORT SERVICES         ,SALARIES/WAGES      ,$175,$175,Metro Hartford Information Services,Tax Supported,LONGEVITY-MUNICIPAL           ,Personnel Cost
2014,General Government,MHIS,MHIS SUPPORT SERVICES         ,SALARIES/WAGES      ,$68924,$68924,Metro Hartford Information Services,Tax Supported,REGULAR PAYROLL               ,Personnel Cost
2014,General Government,MHIS,MHIS NETWORK OPERATIONS       ,SUPPLIES            ,$4000,$4000,Metro Hartford Information Services,Tax Supported,COMMUNICATION EQUIP. SUPP     ,Operating Expense
2014,General Government,MHIS,MHIS NETWORK OPERATIONS       ,PROPERTY            ,$0,$4128,Metro Hartford Information Services,Tax Supported,COMMUNICATIONS EQUIPMENT OVER ,Operating Expense
2014,General Government,MHIS,MHIS NETWORK OPERATIONS       ,PROPERTY            ,$0,$1074,Metro Hartford Information Services,Tax Supported,COMMUNICATIONS EQUIPMENT UNDER,Operating Expense
2014,General Government,MHIS,MHIS NETWORK OPERATIONS       ,PURCH PROF & TECH SV,$10000,$10000,Metro Hartford Information Services,Tax Supported,OTHER TECH & PROF SERVICE     ,Operating Expense
2014,General Government,MHIS,MHIS NETWORK OPERATIONS       ,PURCH PROPERTY SVC  ,$129847,$136567,Metro Hartford Information Services,Tax Supported,COMM EQUIP SERV. CONTRACT     ,Operating Expense
2014,General Government,MHIS,MHIS NETWORK OPERATIONS       ,OTHER PURCH SVC     ,$703320,$714001,Metro Hartford Information Services,Tax Supported,TELEPHONE & TELEGRAPH         ,Operating Expense
2014,General Government,MHIS,MHIS NETWORK OPERATIONS       ,OTHER PURCH SVC     ,$500,$500,Metro Hartford Information Services,Tax Supported,MILEAGE & TRAV ALLOW-CITY     ,Operating Expense
2014,General Government,MHIS,MHIS NETWORK OPERATIONS       ,SUPPLIES            ,$5000,$5000,Metro Hartford Information Services,Tax Supported,GENERAL OFFICE SUPPLIES       ,Operating Expense
2014,General Government,MHIS,MHIS NETWORK OPERATIONS       ,SALARIES/WAGES      ,$250,$250,Metro Hartford Information Services,Tax Supported,LONGEVITY-MUNICIPAL           ,Personnel Cost
2014,General Government,MHIS,MHIS NETWORK OPERATIONS       ,PURCH PROF & TECH SV,$55124,$56349,Metro Hartford Information Services,Tax Supported,SOFTWARE SUPPORT SVS          ,Operating Expense
2014,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,PROPERTY            ,$4500,$4500,Metro Hartford Information Services,Tax Supported,COMPUTER SOFTWARE             ,Operating Expense
2014,General Government,MHIS,MHIS NETWORK OPERATIONS       ,SALARIES/WAGES      ,$352461,$352461,Metro Hartford Information Services,Tax Supported,REGULAR PAYROLL               ,Personnel Cost
2014,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,PURCH PROPERTY SVC  ,$460000,$460000,Metro Hartford Information Services,Tax Supported,SOFTWARE MAINT SERV CONTR     ,Operating Expense
2014,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,SUPPLIES            ,$500,$500,Metro Hartford Information Services,Tax Supported,GENERAL OFFICE SUPPLIES       ,Operating Expense
2014,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,SUPPLIES            ,$11700,$11700,Metro Hartford Information Services,Tax Supported,OTHER SUPPLIES                ,Operating Expense
2014,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,SUPPLIES            ,$1700,$1700,Metro Hartford Information Services,Tax Supported,MISC REP & MAINT SUPPLIES     ,Operating Expense
2014,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,PURCH PROF & TECH SV,$11000,$11000,Metro Hartford Information Services,Tax Supported,OTHER TECH & PROF SERVICE     ,Operating Expense
2014,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,SALARIES/WAGES      ,$665265,$665265,Metro Hartford Information Services,Tax Supported,REGULAR PAYROLL               ,Personnel Cost
2014,General Government,MHIS,ADMINISTRATION                ,SUPPLIES            ,$6500,$6500,Metro Hartford Information Services,Tax Supported,GENERAL OFFICE SUPPLIES       ,Operating Expense
2014,General Government,MHIS,ADMINISTRATION                ,SALARIES/WAGES      ,$250,$250,Metro Hartford Information Services,Tax Supported,LONGEVITY-MUNICIPAL           ,Personnel Cost
2013,General Government,MHIS,ADMINISTRATION                ,SALARIES/WAGES      ,$259937,$259937,Metro Hartford Information Services,Tax Supported,REGULAR PAYROLL 1ST SHIFT     ,Personnel Cost
2013,General Government,MHIS,Other,PURCH PROF & TECH SV,$0,$33225,Metro Hartford Information Services,Tax Supported,OTHER TECH & PROF SERVICE     ,Operating Expense
2013,General Government,MHIS,Other,SUPPLIES            ,$0,$150000,Metro Hartford Information Services,Tax Supported,COMPUTER SOFTWARE             ,Operating Expense
2013,General Government,MHIS,Other,PROPERTY            ,$0,$5000,Metro Hartford Information Services,Tax Supported,COMPUTER EQUIPMENT OVER $1000 ,Operating Expense
2013,General Government,MHIS,Other,PURCH PROF & TECH SV,$0,$36894,Metro Hartford Information Services,Tax Supported,OTHER TECH & PROF SERVICE     ,Operating Expense
2013,General Government,MHIS,Other,PROPERTY            ,$0,$363447,Metro Hartford Information Services,Tax Supported,COMPUTER EQUIPMENT OVER $1000 ,Operating Expense
2013,General Government,MHIS,MHIS BOE SUPPORT SERVICES     ,PROPERTY            ,$10000,$10000,Metro Hartford Information Services,Tax Supported,COMPUTER EQUIPMENT OVER $1000 ,Operating Expense
2013,General Government,MHIS,MHIS BOE SUPPORT SERVICES     ,DEBT SVC & MISC     ,$500,$500,Metro Hartford Information Services,Tax Supported,ATTEND AT PROF CONV/CONF      ,Operating Expense
2013,General Government,MHIS,MHIS BOE SUPPORT SERVICES     ,OTHER PURCH SVC     ,$2500,$2500,Metro Hartford Information Services,Tax Supported,MILEAGE & TRAV ALLOW-CITY     ,Operating Expense
2013,General Government,MHIS,MHIS BOE SUPPORT SERVICES     ,PURCH PROF & TECH SV,$8000,$8000,Metro Hartford Information Services,Tax Supported,STAFF TRAINING SERVICES       ,Operating Expense
2013,General Government,MHIS,MHIS BOE SUPPORT SERVICES     ,PURCH PROF & TECH SV,$2000,$2000,Metro Hartford Information Services,Tax Supported,EQUIPMENT MAINT & REPAIRS     ,Operating Expense
2013,General Government,MHIS,MHIS BOE SUPPORT SERVICES     ,PURCH PROPERTY SVC  ,$149250,$149250,Metro Hartford Information Services,Tax Supported,SOFTWARE MAINT SERV CONTR     ,Operating Expense
2013,General Government,MHIS,MHIS BOE SUPPORT SERVICES     ,SALARIES/WAGES      ,$645439,$645439,Metro Hartford Information Services,Tax Supported,REGULAR PAYROLL               ,Personnel Cost
2013,General Government,MHIS,MHIS BOE NETWORK OPERATIONS   ,OTHER PURCH SVC     ,$271158,$287087,Metro Hartford Information Services,Tax Supported,TELEPHONE & TELEGRAPH         ,Operating Expense
2013,General Government,MHIS,MHIS BOE NETWORK OPERATIONS   ,OTHER PURCH SVC     ,$0,$187,Metro Hartford Information Services,Tax Supported,MILEAGE & TRAV ALLOW-CITY     ,Operating Expense
2013,General Government,MHIS,MHIS BOE NETWORK OPERATIONS   ,PROPERTY            ,$169000,$169000,Metro Hartford Information Services,Tax Supported,COMMUNICATIONS EQUIPMENT OVER ,Operating Expense
2013,General Government,MHIS,MHIS BOE NETWORK OPERATIONS   ,PURCH PROF & TECH SV,$9200,$9200,Metro Hartford Information Services,Tax Supported,SOFTWARE SUPPORT SVS          ,Operating Expense
2013,General Government,MHIS,MHIS BOE NETWORK OPERATIONS   ,PURCH PROF & TECH SV,$69700,$34700,Metro Hartford Information Services,Tax Supported,OTHER TECH & PROF SERVICE     ,Operating Expense
2013,General Government,MHIS,MHIS BOE NETWORK OPERATIONS   ,PURCH PROPERTY SVC  ,$76760,$76760,Metro Hartford Information Services,Tax Supported,COMM EQUIP SERV. CONTRACT     ,Operating Expense
2013,General Government,MHIS,MHIS BOE NETWORK OPERATIONS   ,SALARIES/WAGES      ,$675740,$695740,Metro Hartford Information Services,Tax Supported,REGULAR PAYROLL               ,Personnel Cost
2013,General Government,MHIS,MHIS BOE BUSINESS SYSTEMS     ,SALARIES/WAGES      ,$281228,$281228,Metro Hartford Information Services,Tax Supported,REGULAR PAYROLL               ,Personnel Cost
2013,General Government,MHIS,ADMINISTRATION - BOE          ,PURCH PROF & TECH SV,$68000,$68000,Metro Hartford Information Services,Tax Supported,OTHER TECH & PROF SERVICE     ,Operating Expense
2013,General Government,MHIS,MHIS SUPPORT SERVICES         ,DEBT SVC & MISC     ,$500,$500,Metro Hartford Information Services,Tax Supported,ATTEND AT PROF CONV/CONF      ,Operating Expense
2013,General Government,MHIS,MHIS SUPPORT SERVICES         ,PURCH PROF & TECH SV,$20000,$20000,Metro Hartford Information Services,Tax Supported,EQUIPMENT MAINT & REPAIRS     ,Operating Expense
2013,General Government,MHIS,MHIS SUPPORT SERVICES         ,PURCH PROPERTY SVC  ,$114250,$114250,Metro Hartford Information Services,Tax Supported,SOFTWARE MAINT SERV CONTR     ,Operating Expense
2013,General Government,MHIS,MHIS SUPPORT SERVICES         ,OTHER PURCH SVC     ,$2500,$2500,Metro Hartford Information Services,Tax Supported,MILEAGE & TRAV ALLOW-CITY     ,Operating Expense
2013,General Government,MHIS,MHIS SUPPORT SERVICES         ,SUPPLIES            ,$1500,$1500,Metro Hartford Information Services,Tax Supported,GENERAL OFFICE SUPPLIES       ,Operating Expense
2013,General Government,MHIS,MHIS SUPPORT SERVICES         ,SALARIES/WAGES      ,$175,$175,Metro Hartford Information Services,Tax Supported,LONGEVITY-MUNICIPAL           ,Personnel Cost
2013,General Government,MHIS,MHIS SUPPORT SERVICES         ,SALARIES/WAGES      ,$65404,$65404,Metro Hartford Information Services,Tax Supported,REGULAR PAYROLL               ,Personnel Cost
2013,General Government,MHIS,MHIS NETWORK OPERATIONS       ,SUPPLIES            ,$4000,$4000,Metro Hartford Information Services,Tax Supported,COMMUNICATION EQUIP. SUPP     ,Operating Expense
2013,General Government,MHIS,MHIS NETWORK OPERATIONS       ,PROPERTY            ,$120000,$120000,Metro Hartford Information Services,Tax Supported,COMMUNICATIONS EQUIPMENT OVER ,Operating Expense
2013,General Government,MHIS,MHIS NETWORK OPERATIONS       ,PROPERTY            ,$14000,$14000,Metro Hartford Information Services,Tax Supported,COMMUNICATIONS EQUIPMENT UNDER,Operating Expense
2013,General Government,MHIS,MHIS NETWORK OPERATIONS       ,PURCH PROF & TECH SV,$10000,$10000,Metro Hartford Information Services,Tax Supported,OTHER TECH & PROF SERVICE     ,Operating Expense
2013,General Government,MHIS,MHIS NETWORK OPERATIONS       ,PURCH PROPERTY SVC  ,$129847,$129847,Metro Hartford Information Services,Tax Supported,COMM EQUIP SERV. CONTRACT     ,Operating Expense
2013,General Government,MHIS,MHIS NETWORK OPERATIONS       ,OTHER PURCH SVC     ,$703320,$736762,Metro Hartford Information Services,Tax Supported,TELEPHONE & TELEGRAPH         ,Operating Expense
2013,General Government,MHIS,MHIS NETWORK OPERATIONS       ,OTHER PURCH SVC     ,$500,$313,Metro Hartford Information Services,Tax Supported,MILEAGE & TRAV ALLOW-CITY     ,Operating Expense
2013,General Government,MHIS,MHIS NETWORK OPERATIONS       ,SUPPLIES            ,$5000,$5000,Metro Hartford Information Services,Tax Supported,GENERAL OFFICE SUPPLIES       ,Operating Expense
2013,General Government,MHIS,MHIS NETWORK OPERATIONS       ,SALARIES/WAGES      ,$250,$250,Metro Hartford Information Services,Tax Supported,LONGEVITY-MUNICIPAL           ,Personnel Cost
2013,General Government,MHIS,MHIS NETWORK OPERATIONS       ,PURCH PROF & TECH SV,$55124,$55124,Metro Hartford Information Services,Tax Supported,SOFTWARE SUPPORT SVS          ,Operating Expense
2013,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,PROPERTY            ,$15780,$15780,Metro Hartford Information Services,Tax Supported,COMPUTER EQUIPMENT OVER $1000 ,Operating Expense
2013,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,PROPERTY            ,$4800,$4800,Metro Hartford Information Services,Tax Supported,COMPUTER SOFTWARE             ,Operating Expense
2013,General Government,MHIS,MHIS NETWORK OPERATIONS       ,SALARIES/WAGES      ,$358075,$358075,Metro Hartford Information Services,Tax Supported,REGULAR PAYROLL               ,Personnel Cost
2013,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,PURCH PROPERTY SVC  ,$514700,$561923,Metro Hartford Information Services,Tax Supported,SOFTWARE MAINT SERV CONTR     ,Operating Expense
2013,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,SUPPLIES            ,$500,$500,Metro Hartford Information Services,Tax Supported,GENERAL OFFICE SUPPLIES       ,Operating Expense
2013,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,SUPPLIES            ,$11700,$11700,Metro Hartford Information Services,Tax Supported,OTHER SUPPLIES                ,Operating Expense
2013,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,SUPPLIES            ,$1700,$1700,Metro Hartford Information Services,Tax Supported,MISC REP & MAINT SUPPLIES     ,Operating Expense
2013,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,PURCH PROF & TECH SV,$5000,$5000,Metro Hartford Information Services,Tax Supported,SOFTWARE SUPPORT SVS          ,Operating Expense
2013,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,PURCH PROF & TECH SV,$38500,$38500,Metro Hartford Information Services,Tax Supported,OTHER TECH & PROF SERVICE     ,Operating Expense
2013,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,SALARIES/WAGES      ,$800,$800,Metro Hartford Information Services,Tax Supported,LONGEVITY-MUNICIPAL           ,Personnel Cost
2013,General Government,MHIS,MHIS BUSINESS SYSTEMS         ,SALARIES/WAGES      ,$652945,$652945,Metro Hartford Information Services,Tax Supported,REGULAR PAYROLL               ,Personnel Cost
2013,General Government,MHIS,ADMINISTRATION                ,SUPPLIES            ,$6500,$6500,Metro Hartford Information Services,Tax Supported,GENERAL OFFICE SUPPLIES       ,Operating Expense
2013,General Government,MHIS,ADMINISTRATION                ,PROPERTY            ,$25602,$25602,Metro Hartford Information Services,Tax Supported,COMPUTER EQUIPMENT OVER $1000 ,Operating Expense
2013,General Government,MHIS,ADMINISTRATION                ,SALARIES/WAGES      ,$250,$250,Metro Hartford Information Services,Tax Supported,LONGEVITY-MUNICIPAL           ,Personnel Cost
